source,grant_key,source_id,title,abstract,start_date,end_date,award_year,amount_native,project_total_cost,amount_obligated,currency,organisation_name,organisation_city,organisation_country,programme_name,funding_mechanism,status,activity_type,source_activity_type,source_url,relevance_tier,primary_topic,matched_topics,topic_match_count
NSF,NSF_2118673,2118673,DMREF/Collaborative Research: Grain Interface Functional Design to Create Damage Resistance in Polycrystalline Metallic Materials,"Even though polycrystalline metallic materials are ubiquitous in daily life, when and where metallic structural components damage and fail is difficult to predict, which generally leads to overdesign. One form of damage – ductile damage – takes place in materials which are easily plastically deformed by formation of voids and localized shear bands. The initiation of these voids is strongly influenced by the internal constitution of the aggregate composite made up of single crystals comprising the polycrystalline metal. High-purity metals often form voids at the boundaries between single crystals, but it is not known why. This Designing Materials to Revolutionize and Engineer our Future (DMREF) award supports the fundamental study of voids-based ductile damage in high-purity metals to enable the manufacture of materials for specific applications with significantly reduced propensity for void formation. In addition, this project will facilitate collaboration with the Air Force Research Laboratory to pursue design of new materials and manufacturing techniques for strategic purposes. This highly collaborative project will also allow students the opportunity to engage on three campuses, the Air Force Research Laboratory, and a couple of Department of Energy Laboratories to assist in educating the next generation of scientists and engineers in strategically important disciplines. Designing material interfaces to resist formation of voids during tensile deformation will be a significant contribution to the Materials Genome Initiative. This award addresses control of feature and defect character as well as the internal stress state for the design and manufacture of polycrystalline metals against failure. Ductile damage generally includes the processes of void nucleation, growth, and coalescence in addition to localized shear banding. This project is for a new three-dimensional sample design for both rod and plate forms of material, which will be a surrogate for a general structural component for large deformation. High-purity refractory body-centered cubic tantalum is selected as the model material due to its potential for extreme environment use. This material is known to form voids predominantly at grain boundaries and will be the focal point of material design through advanced manufacturing processes. The material design process will include the highly interactive elements of nano, micro and macro-scale experiments at varying strain rates and temperatures, molecular dynamics simulations, thermodynamically consistent plasticity and theory development, micro-scale polycrystal simulations, and macro-scale damage simulations for component design. The highlight of the approach is the uncertainty quantification via machine learning for self-consistent consolidation of large experimental and simulation datasets to guide material design and manufacturing process. The goal of this project is to design a manufacturing process to produce material which reduces damage by 30% over that in the as-received and annealed state. This project is jointly funded by the Division of Civil, Mechanical and Manufacturing Innovation (CMMI) in the Directorate for Engineering (ENG), the Divisions of Materials Research (DMR) and Mathematical Sciences (DMS) in the Directorate for Mathematical and Physical Sciences (MPS), and the Established Program to Stimulate Competitive Research (EPSCoR). This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-01-01,2026-12-31,2022,484805.0,,579805.0,USD,Iowa State University,AMES,US,"EPSCoR Co-Funding, DMREF, GOALI-Grnt Opp Acad Lia wIndus, METAL & METALLIC NANOSTRUCTURE",,ACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2118673,core_match,Materials informatics,Materials informatics | AI-enabled materials | AI-enabled chemistry,3
NSF,NSF_2118890,2118890,DMREF: Accelerated discovery of metastable but persistent contact insecticide crystal polymorphs for enhanced activity and sustainability,"Non-technical Description: The World Health Organization estimates that malaria and other vector-borne infectious diseases, such as Zika or dengue fever, are responsible for more than 700,000 deaths worldwide annually. An essential component in the fight against malaria is the control of disease vectors through the use of contact insecticides for indoor residual spraying and insecticide-treated nets. Contact insecticides are powders of organic crystalline materials. As mosquitoes rest on the powder particles, they absorb the active substance through their tarsi (feet) to lethal effect. New York University investigators previously demonstrated that the efficacy of contact insecticides strongly depends on the identity of their crystalline forms, otherwise known as polymorphs, which have identical molecular compositions but different crystal structures. The more active polymorphs must also exhibit a high stability against transformation to less active polymorphs for the duration of their application. The central objective of this project is a knowledge-guided design, through computation and experiment, of metastable crystalline forms with superior properties for their target application. In the context of contact insecticides, this will allow less toxicant to be used, reduce environmental impact, and, thereby, meet key sustainability goals on multiple fronts. Various workshops, including Computer Crystals for Kids, Machine Learning for Kids, and Crystal Kaleidoscope, will convey the science of the project to K-12 students. Special attention will be provided to engage Black, Latino, and Native American students through the Collegiate Science Technology Entry Program. Technical Description: The application of metastable polymorphs of molecular crystals in the management of vector-borne diseases such as malaria and dengue fever through innovations in contact insecticide formulations represents a new and sustainable target of opportunity. Accelerated discovery of such metastable polymorphs with low thermodynamic yet high kinetic stability constitutes a key challenge that can only be met using a tightly integrated computational and experimental workflow. Starting with twelve known contact insecticides approved by the World Health Organization for indoor residual spraying (including pyrethroids, organophosphates, carbamates, and neonicotinoids), the project will explore innovative approaches to crystal polymorphs that meet the aforementioned criteria, which are essential to insecticide efficacy that relies on physical contact between insect tarsi and crystal surfaces in indoor residual spraying applications and insecticide-treated nets. Experimentally, these metastable polymorphs can be obtained from melt or solution, by (cross-)nucleation, phase transformations, or growth under nanoconfinement. The experimental work will be complemented by the development of a theoretical framework focused on the formation of energetically accessible polymorphs – driven by both thermodynamic and kinetic factors – as well as the transformation between different polymorphs and their surface properties. These tasks are beyond the reach of standard computational tools, requiring the development of new theoretical methodologies that combine the strength of enhanced molecular simulations and machine learning. Initial computational results will be validated by experimental data to improve the theoretical framework. Similarly, theoretical predictions will be used to guide and refine experimental protocols. This iterative loop of mutual feedback will eventually converge toward comprehensive and reliable workflows that will accelerate the discovery and development of metastable polymorphs with exceptional properties, in accord with the goals of the Materials Genome Initiative. Various workshops, including Computer Crystals for Kids, Machine Learning for Kids, and Crystal Kaleidoscope, will convey the science of the project to K-12 students. Special attention will be provided to engage Black, Latino, and Native American students through the Collegiate Science Technology Entry Program. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-04-01,2027-03-31,2022,1713569.0,,1713569.0,USD,New York University,NEW YORK,US,"SOLID STATE & MATERIALS CHEMIS, DMREF",,ACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2118890,broad_match,Materials informatics,Materials informatics | AI-enabled chemistry,2
NSF,NSF_2119545,2119545,DMREF/Collaborative Research: Inverse Design of Architected Materials with Prescribed Behaviors via Graph Based Networks and Additive Manufacturing,"A material's force-displacement response, modal response, and wave transmission and absorption response to dynamic loadings, all can be construed as its characteristic fingerprints. The behaviors of materials under dynamic loads that are applied within a fraction of a second remain poorly understood due to the complex, nonlinear interplay between material microstructure, geometry, and applied load. The complexity increases manifold for architected materials, in which topological considerations are paramount to achieve specific responses or functions. Consequently, methodical design of architected materials with optimal dynamic fingerprints is a challenge that has not been adequately addressed. By seamlessly integrating advances in graph network theory, machine learning, numerical simulations, and high-speed additive manufacturing approaches, this Designing Materials to Revolutionize and Engineer our Future (DMREF) award will accelerate the understanding, inverse design, and fabrication of architected materials with tailorable dynamic fingerprints. The outcome will be materials with inversely designed three-dimensional micro-architectures fabricated via desktop additive manufacturing with prescribed behaviors, such as impact shielding and wave transmission. Applications include energy and shock absorption, acoustic wave filtering, stretchable electronics, and other multifunctional material systems. The project will also train graduate and undergraduate students in the new paradigm of autonomous inverse design and additive manufacturing based on desired behaviors. Moreover, demonstration modules, design games, and additive printing activities will be used for outreach to K-12 students. This project will extend graph-based generative machine learning modeling techniques to identify the underlying motifs within architected materials to understand their dynamic behaviors as well as provide an inverse design framework for optimized functional responses. The first step is to develop a graph space model to represent an arbitrary architected material composed of an arbitrarily complex 3D micro-architecture, by size, scale, hierarchy, lattice topology, and material attributes. The next step involves obtaining high-fidelity experimental data and higher-order simulation data with large amounts of lower-order experimental data to accelerate the training and discovery process. A forward graph-based machine learning model will be trained on the combined data for functional response prediction. Lastly, the graph neural network with reinforcement learning will be used to generate graphs with the desired properties based on the forward predictive model. This extensive and experimentally validated framework will be used to discover fundamental knowledge pertaining to structural and dynamic characteristics, which will then be leveraged to inversely design materials with prescribed dynamic fingerprint. This project is co-funded by the Division of Civil, Mechanical and Manufacturing Innovation (CMMI) in the Directorate for Engineering (ENG) and the Division of Information and Intelligent Systems (IIS) in the Directorate for Computer and Information Science and Engineering (CISE). This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-01-01,2026-12-31,2022,376317.0,,384317.0,USD,Pennsylvania State Univ University Park,UNIVERSITY PARK,US,DMREF,,ACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2119545,core_match,AI-enabled materials,AI-enabled materials,1
NSF,NSF_2119643,2119643,DMREF/Collaborative Research: Inverse Design of Architected Materials with Prescribed Behaviors via Graph Based Networks and Additive Manufacturing,"A material's force-displacement response, modal response, and wave transmission and absorption response to dynamic loadings, all can be construed as its characteristic fingerprints. The behaviors of materials under dynamic loads that are applied within a fraction of a second remain poorly understood due to the complex, nonlinear interplay between material microstructure, geometry, and applied load. The complexity increases manifold for architected materials, in which topological considerations are paramount to achieve specific responses or functions. Consequently, methodical design of architected materials with optimal dynamic fingerprints is a challenge that has not been adequately addressed. By seamlessly integrating advances in graph network theory, machine learning, numerical simulations, and high-speed additive manufacturing approaches, this Designing Materials to Revolutionize and Engineer our Future (DMREF) award will accelerate the understanding, inverse design, and fabrication of architected materials with tailorable dynamic fingerprints. The outcome will be materials with inversely designed three-dimensional micro-architectures fabricated via desktop additive manufacturing with prescribed behaviors, such as impact shielding and wave transmission. Applications include energy and shock absorption, acoustic wave filtering, stretchable electronics, and other multifunctional material systems. The project will also train graduate and undergraduate students in the new paradigm of autonomous inverse design and additive manufacturing based on desired behaviors. Moreover, demonstration modules, design games, and additive printing activities will be used for outreach to K-12 students. This project will extend graph-based generative machine learning modeling techniques to identify the underlying motifs within architected materials to understand their dynamic behaviors as well as provide an inverse design framework for optimized functional responses. The first step is to develop a graph space model to represent an arbitrary architected material composed of an arbitrarily complex 3D micro-architecture, by size, scale, hierarchy, lattice topology, and material attributes. The next step involves obtaining high-fidelity experimental data and higher-order simulation data with large amounts of lower-order experimental data to accelerate the training and discovery process. A forward graph-based machine learning model will be trained on the combined data for functional response prediction. Lastly, the graph neural network with reinforcement learning will be used to generate graphs with the desired properties based on the forward predictive model. This extensive and experimentally validated framework will be used to discover fundamental knowledge pertaining to structural and dynamic characteristics, which will then be leveraged to inversely design materials with prescribed dynamic fingerprint. This project is co-funded by the Division of Civil, Mechanical and Manufacturing Innovation (CMMI) in the Directorate for Engineering (ENG) and the Division of Information and Intelligent Systems (IIS) in the Directorate for Computer and Information Science and Engineering (CISE). This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-01-01,2025-05-31,2022,1428383.0,,1428383.0,USD,University of California-Los Angeles,LOS ANGELES,US,DMREF,,INACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2119643,core_match,AI-enabled materials,AI-enabled materials,1
NSF,NSF_2121160,2121160,PFI (MCA): Integrating Computational Chemistry with Machine Learning to Engineer Carbonaceous Adsorbents for Volatile Organics,"The broader impact of this Partnerships for Innovation (Mid-Career Advancement) (PFI (MCA)) proposal is to simultaneously improve air quality and infrastructure durability. The research is motivated by recent insights on emissions of volatile organic compounds and ozone precursors during the lifetime of asphalt-surfaced areas (e.g., roads, roofs bridge decks, etc.). This project will engineer functionalized carbon from biowaste to remove ozone precursors emitted from pavements. The functionalized carbon will be made via thermochemical conversion of a combined feedstock of food waste and algal biomass. Computational simulations, machine learning, optimization, and laboratory experiments will be combined to determine the underlying mechanisms controlling adsorption of known gases into functionalized carbon. This functionalized carbon will be introduced to bituminous composites to increase the retention of compounds that would otherwise be released to the surrounding atmosphere. The study presents a new vision where outdoor construction elements can positively contribute to environmental health. The proposed intervention is designed to simultaneously enhance the durability of outdoor construction elements and the quality of surrounding air by retaining compounds that otherwise leave bitumen and enter the air, with some serving as ozone precursors, negatively impacting air quality and human health outcomes. The project involving minority graduate students in education, outreach activities, and cutting-edge interdisciplinary research. This proposal seeks to promote the use of two waste streams (algal biofuels and food waste) to address ozone concerns while contributing to carbon sequestration and extending the service life of outdoor construction undergoing intense ultraviolet (UV) light exposure. This project will integrate computational modeling and data analytics for the design and synthesis of functionalized carbon with desirable retention characteristics for select bitumen compounds. It has been documented that aging is accompanied by the loss of alkane and aromatic compounds in bitumen, so retention of the latter compounds via functionalized carbon is expected to not only improve air quality but also delay the aging of bituminous composites, especially those used in outdoor construction that are subjected to various degrees of UV exposure, depending on their location. This proposal may result in significant resource conservation while promoting economic growth within a bio-mass value chain where waste from algal biofuel and food is converted into value-added products. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-04-01,2024-05-31,2022,473784.0,,81771.0,USD,Arizona State University,SCOTTSDALE,US,PFI-Partnrships for Innovation,,INACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2121160,core_match,AI-enabled chemistry,AI-enabled chemistry,1
NSF,NSF_2121625,2121625,Deep Intrinsic Learning for On-line Process Control of Manufacturing Manifold Data,"This grant will strengthen US industrial competitiveness by studying new methods for the control of the quality of manufactured products. Modern laser sensors in manufacturing plants can collect hundreds of thousands of measurements from the surface of discrete parts or process variables in chemical plants. How to best use these very large datasets to control the quality of parts is a difficult and open problem. The first part of this project will develop new machine learning and mathematical methods for quality control of the manufactured discrete parts based on 3-dimensional geometrical data obtained from laser scans that do not require lengthy preprocessing. The grant will then develop new methods for the identification of a subset of variables that best represent the larger set of process variables in a continuous process manufacturing facility, such that effective monitoring of the smaller set of variables can lead to overall best control of the plant, resulting in better products at lower cost. Open source software that implements the algorithms developed in this research will be made available, as well as educational activities that enhance the participation of underrepresented minorities at both graduate and undergraduate level. The first part of this research will consider discrete parts of a general free-form whose surface or volumetric scans constitute large manifold datasets of complex geometry. The research first aims at finding improved spectrum estimators of the Laplace-Beltrami (LB) operator using Finite Element Methods (FEM), in particular, solving a Helmholtz partial differential equation on the part manifold. The eigendecomposition of the LB operator will be used as part features to monitor in multivariate SPC schemes. A new Deep Functional Map approach, based on the LB operators of both part and its CAD model, will localize the defect on the surface of the part, providing a registration-free solution to the part localization problem. To find significant differences requires solution of a massive statistical Multiple Comparison problem which will be investigated. High dimensional continuous manufacturing processes whose in-control state lies on a lower dimensional manifold require extending the map from ambient space to embedding for the new observations collected sequentially in time, in such a way that it is possible to determine rapidly if they are in the on-control manifold or are significantly far from it. In the second part of this grant, this problem will be studied with two alternative approaches: a) a Laplacian Eigenmap that will be extended by solving a classical inverse problem via a Nystrom technique, and b) Deep Autoencoders, a type of neural network aimed at high dimensional data. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-06-01,2025-05-31,2022,364342.0,,364342.0,USD,Pennsylvania State Univ University Park,UNIVERSITY PARK,US,OE Operations Engineering,,INACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2121625,broad_match,Other AI-enabled chemistry/materials,,0
NSF,NSF_2126660,2126660,Data-Enabled Theoretical Understanding of the Structure and Properties of Solvent-cast Polymer Nanocomposites,"NONTECHNICAL SUMMARY From sport shoes to credit cards, materials consisting of synthetic polymers are ubiquitous in present-day society. Adding a filler material to the polymer can lead to novel properties that enable specialized applications such as extraordinarily hard coatings, fire-resistant fabrics, or modern car tires. Filler materials consist of small nano-sized particles that are intended to distribute homogeneously within the polymer. However, like water and oil, the nanoparticles and polymers are known to have an intrinsic tendency to separate from each other and form undesired nanoparticle agglomerations instead of a homogeneous nanocomposite. Interestingly, there is experimental evidence that the process of creating the nanocomposite can nevertheless lead to the formation of homogeneous dispersions, with desired properties. The goal of the proposed work is to quantitatively understand the science behind how processing determines the dispersion states and the ensuing mechanical properties of polymer-nanoparticle mixtures. To this end, the project will combine data-rich methods, theoretical calculations, and computer simulations. In a first step, a machine learning algorithm will be trained on the available, large database of polymer-nanoparticle composites, their preparation methods, and the resulting dispersion states. These tools, when implemented, will be able to identify critical regions of parameter space where interesting phenomena occur, e.g., where the material goes from well-mixed to agglomerated nanoparticles. The work will then focus on these regions and use a combination of computer simulations and theoretical calculations to delineate the physical mechanisms that control the nanoparticle dispersion states and the ensuing mechanical properties of the nanocomposite material. This integrated data science-theory-simulation-experimental data workflow will enable the determination of what the optimal nanoparticle dispersion states are for a set of desired mechanical properties and how processing can be manipulated to achieve these states. The project will train students in integrated design and modeling of next-generation materials, develop online learning modules related to nanocomposites and their applications, and implement a shared, open source repository of research data and machine learning tools for wide dissemination in the scientific community. TECHNICAL SUMMARY It is now well-accepted that adding nanoparticles (NPs) to commodity polymers can lead to hybrid materials with substantially improved properties. The most significant complication encountered, which frequently prevents these property improvements from being realized, is that inorganic NPs are hydrophilic while organic polymers are hydrophobic. These physical mixtures thus have a strong propensity to phase separate. In contrast to these expectations, a large body of experiments has shown that the process of creating these nanocomposites, e.g., by solvent casting, can leverage a variety of non-equilibrium phenomena to yield dramatically different but temporally stable NP dispersion states. A canonical example is the competitive sorption of the polymer in solution to the NP surface; this leads to the formation of a long-lived bound polymer layer which sterically stabilizes well-dispersed NPs. The goal of this proposed work is to quantitatively understand the poorly enunciated science underpinning solution-based processing protocols so as to obtain NP dispersion states with optimized mechanical properties at will. The proposed work will synergistically combine data rich methods and theory/computer simulations on two inter-related tasks: (1) An ML algorithm will be trained on the available, large database of polymer/NP composites that have been experimentally cast from a range of different solvents and the NP dispersion states that result after solvent removal. After training, these ML methods will be able to identify critical regions of parameter space where interesting phenomena occur, e.g., where the material goes from well-mixed to agglomerated NPs. The work will then focus on these regions and use a combination of computer simulations and theory to delineate the physics that control the solvent casting process. (2) The role of different NP dispersion states on linear and non-linear mechanical properties will then be quantitatively enumerated. This integrated data science-theory-simulation-experimental data workflow will enable answers to several key scientific questions: (1) What is the space of polymer-NP-common solvent interactions that yield different NP dispersions? Previous work has suggested that the critical parameter is the effective solvent mediated polymer-NP interaction energy. Is this description accurate, and can effective NP-NP interactions be derived through known metrics such as solubility parameters and measured NP surface potentials? (2) What is the structure of the bound layer formed when polymer/NP interactions are more favorable than solvent/NP interactions? How does the structure of this bound layer depend on solvent quality and how does it yield good dispersion? (3) Going beyond casting from one solvent, how does the addition of a second, non-solvent allows for the precipitation of a NP-polymer composite with well-dispersed NPs? Does this process really only utilize entropic factors in effecting NP dispersion? (4) Under what conditions do kinetic issues, such as solution viscosity, become important determinants of NP dispersion? (5) How does NP dispersion state affect mechanical properties in the linear and non-linear regimes? Can the optimal NP dispersion states (and the associated solvent casting conditions) for mechanical properties be located and understood? This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-09-01,2025-08-31,2022,390000.0,,398000.0,USD,Columbia University,NEW YORK,US,CONDENSED MATTER & MAT THEORY,,INACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2126660,core_match,AI-enabled materials,AI-enabled materials,1
NSF,NSF_2126752,2126752,SBIR Phase I: Autonomous Floorplan Reconstruction,"The broader impact of this Small Business Innovation Research (SBIR) Phase I project is a novel tool to visualize indoor spaces. Emerging “property technology” (PropTech) plays an increasing role in the development of new large commercial buildings; it is anticipated that such PropTech will save billions of dollars per year and stimulate remodeling projects that might not otherwise even be undertaken, once it is made more broadly accessible, and may thus be adopted for the remodeling of small businesses, restaurants, and residences. This project develops a simple, rapid, and affordable generation of accurate floor plans of existing structures, leveraging commercial off-the-shelf (COTS) camera technology (implemented in modern tablets and smartphones) coupled with advanced AI software and algorithms that model and identify common features (walls, doors, windows, furniture) in the 3D images generated by such devices. The floor plans so generated will provide an accurate, easily generated framework upon which substantial renovations can then be more easily designed. This is anticipated largely replace the labor-intensive and error-prone manual processes of floor plan generation, thereby reducing operating costs and stimulating new remodeling projects in various markets. This Small Business Innovation Research (SBIR) Phase I project will develop an AI-driven app that quickly and autonomously reconstructs digital spatial layouts of indoor spaces based on walk through calibrated image capture with modern smartphones or tablets, leveraging time-of-flight or structured-light imaging systems together with embedded motion sensors and advanced data analysis. The key intellectual merit of this project is the deep neural networks and optimization algorithms, together with advanced user-interface/user-experience (UI/UX) to provide an intuitive human interface to this data analysis engine. This enables adjustment of the reconstruction rules and visualization of the generated model. The technical hurdles include accurate 3D scene reconstruction and 2D floor plan generation based on sensor-generated point clouds and feature recognition in cluttered environments, and the synthesis of multi-room maps from several single-room models. Rules can be specified by the user as appropriate (defining room adjacency, wall thickness, orthogonality assumptions, etc.). This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-01-15,2022-09-30,2022,256000.0,,276000.0,USD,OPAL AI INC.,LOS ANGELES,US,"SBIR Phase I, SBIR Outreach & Tech. Assist",,INACTIVE,commercialisation,commercialisation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2126752,broad_match,Other AI-enabled chemistry/materials,,0
NSF,NSF_2127147,2127147,SBIR Phase II: A Low-Emissions Heating and Hot Water System,"The broader impact/commercial potential of this Small Business Innovation Research (SBIR) project is to enable a novel heating and hot water system that reduces energy use and emissions without compromising comfort. The replacement of gas/oil-fueled heating and hot water systems by efficient electric alternatives is critical to reduce (GHG) emissions from the building sector that accounts for nearly one-third of emissions worldwide. These reductions are achieved through electrification enhanced by “load shifting,” the practice of consuming energy from the grid at times when it is cheapest and cleanest, and storing that energy for use in the home all day (including peak usage times). The project goals are to improve the reliability, security, and scalable manufacturability of this system, making it affordable to install for most households. Residential-scale load shifting will help the housing industry move from fossil fuel-based heating to meet emissions reduction requirements in a cost-effective way. The load shifting capability using readily available hot water storage allows utilities to balance the energy grid and increase the deployment of renewable energy sources with reduced infrastructure costs, as well as reduce greenhouse gas (GHG) emissions. This SBIR Phase II project proposes to address the technical risks facing large scale deployment of heating and hot water load shifting to enable rapid deployment of high-efficiency heat pump systems for residential applications in the United States. The project will systematically build knowledge of system-level performance, reliability, and failure modes. Cost drivers in system integration and storage density will be addressed and improved. Secure cloud computing architecture and machine learning will address technical barriers to wide-spread optimization of loads. Taken together, the program supports the capability to deploy reliable, secure, tested hardware and software as a solution. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-05-01,2024-04-30,2022,1000000.0,,1000000.0,USD,"HARVEST THERMAL, INC.",KENSINGTON,US,SBIR Phase II,,INACTIVE,commercialisation,commercialisation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2127147,broad_match,Other AI-enabled chemistry/materials,,0
NSF,NSF_2127361,2127361,Fundamental Studies of Process-Material Interactions in Advanced Adhesion-Driven Manufacturing with Automated Placement of Uncured Thermoset Tows as Model Process,"Automated tow placement (ATP) is an adhesion-driven manufacturing process for polymer matrix composites in which a bundle of fibers impregnated with resin—known as a tow—is placed onto a tool or onto a previously-placed tow. The technique is widely used in the aerospace industry and is also gaining interest in automotive, military, and energy sectors due to its potential for improved productivity and reduced material waste. The ATP process requires application of temperature and pressure, and the process conditions can result in defects (wrinkles, folds) that are known to be detrimental to composite bond strength and can lead to premature component failure. This award supports fundamental research into defect formation that will enable better process simulations, which will enhance composite part quality by providing guidelines for the ATP manufacturing process. Knowledge developed regarding process-material interactions can significantly decrease manufacturing defects, which should reduce manufacturing cycle time, as well as expensive and time-intensive manual inspection that increases manufacturing cost. Improved understanding of fundamental defect deformation mechanisms will enable development of emerging additive manufacturing processes for fiber composites and ATP processing for complex geometries with curved paths in lightweight composite structures. A specific effort will be made to recruit graduate and undergraduate students from under-represented groups through the Society for Women Engineers at the University of South Carolina. In addition, a module on ATP manufacturing and process simulations developed in this research will be incorporated into the Composites Manufacturing course for undergraduate and graduate students to provide knowledge on the governing process-structure-property links for design and manufacturing. Improved understanding of the fundamentals of adhesion-driven manufacturing can improve part quality while reducing the overall cost associated with re-work or remanufacturing of defective components. This research aims to fill knowledge gaps by investigating the fundamentals of how in-situ bond strength-toughness develops and how defects form during contact and adhesion of uncured, polymer-rich materials. In particular, the time-temperature superposition principle at characteristic millisecond time scales will be applied using parameters gleaned from novel cohesion experiments and high speed stereo digital image correlation. In parallel, a multi-physics process model will be developed to study how process parameters affect defect formation, with data-driven machine learning techniques employed to establish defect-free process parameter windows and provide guidance for enhanced manufacturing processes. The new fundamental knowledge will enable the establishment of processing parameter windows for defect-free tow placement and will serve as a guide to enhance composite part quality. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-01-01,2027-12-31,2022,651725.0,,651725.0,USD,University of South Carolina at Columbia,COLUMBIA,US,AM-Advanced Manufacturing,,ACTIVE,research,research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2127361,core_match,AI-enabled materials,AI-enabled materials,1
NSF,NSF_2127468,2127468,STTR Phase I: Automated Continuous Varroa Mite Monitor for Honeybee Hive Health,"This Small Business Technology Transfer Phase I project addresses the health of honeybee hives and the associated $15 billion in annual agricultural services. Honeybee hives are susceptible to the parasitic Varroa destructor mite; unless the hive is treated, the presence of the Varroa mite eventually proves fatal to any bee colony it infests. Monitoring mite levels in beehives requires partial disassembly of the hive and the best counting method sacrifices some bees. Most of the nation’s 120,000+ beekeepers do not adequately test for mites. The expected output of this project is a low-cost, battery-operated “Internet-of-Things” device that can be placed inside hives, passively counting the Varroa mite population, and reporting the results to the beekeeper. The count can be used to indicate when mite treatment is needed and whether the treatment was effective. It prevents costly and unneeded prophylactic treatments that can lead to resistance in mite populations. This project fosters bee colonies that are healthy and productive, while reducing beekeeper workload and reducing unnecessary chemical treatments for beehives. The intellectual merit of this project is in the novel investigation of the use of near-infrared light wavelengths to determine where acceptable contrast exists between the exoskeletons of honeybees and Varroa mites, and the recognition of parasitic Varroa mites using modern artificial intelligence techniques that can be scaled to down for use in an edge computing environment that has significant limitations in terms of power availability and processing speed. The Phase I effort will integrate an infrared camera with variable wavelength narrowband infrared LED illumination, and photograph unparasitized and mite-infested honeybees. Human researchers will identify mites and use scored images to train an artificial intelligence engine to detect and count the mites. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2022-01-15,2023-06-30,2022,255262.0,,255262.0,USD,"IF, LLC",STOUGHTON,US,STTR Phase I,,INACTIVE,commercialisation,commercialisation,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2127468,broad_match,Other AI-enabled chemistry/materials,,0
