"euroSciVocCode";"euroSciVocPath";"euroSciVocTitle";"euroSciVocDescription";"projectID"
"/23/53/363/1107";"natural sciences/chemical sciences/organic chemistry/organic acids";"organic acids";"";"101281605"
"/23/53/369";"natural sciences/chemical sciences/polymer sciences";"polymer sciences";"";"101281605"
"/23/53/69669548";"natural sciences/chemical sciences/catalysis";"catalysis";"";"101281605"
"/25/65";"engineering and technology/chemical engineering";"chemical engineering";"";"101281605"
"/23/43/251/1077";"natural sciences/physical sciences/optics/spectroscopy";"spectroscopy";"";"101281605"
"/31/113/613";"humanities/history and archaeology/history";"history";"";"101281041"
"/21/33/117";"medical and health sciences/health sciences/nutrition";"nutrition";"";"101281041"
"/23/47/305";"natural sciences/computer and information sciences/internet";"internet";"";"101287293"
"/25/73/453/58525161";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";"";"101287230"
"/21/35/161";"medical and health sciences/basic medicine/physiology";"physiology";"";"101287230"
"/23/43/251/48354418";"natural sciences/physical sciences/optics/microscopy";"microscopy";"";"101289150"
"/21/39/225";"medical and health sciences/clinical medicine/oncology";"oncology";"";"101289150"
"/25/63/387";"engineering and technology/materials engineering/composites";"composites";"";"101291686"
"/25/63/391";"engineering and technology/materials engineering/coating and films";"coating and films";"";"101291686"
"/25/73/453/58525161/66357197";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors/biosensors";"biosensors";"";"101292253"
"/23/43/259/787";"natural sciences/physical sciences/electromagnetism and electronics/optoelectronics";"optoelectronics";"";"101292253"
"/25/73/453/58525161/44113014";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors/optical sensors";"optical sensors";"";"101292253"
"/23/43/263/795";"natural sciences/physical sciences/condensed matter physics/solid-state physics";"solid-state physics";"";"101292253"
"/23/43/251";"natural sciences/physical sciences/optics";"optics";"";"101292253"
"/23/43/269/811/34823946";"natural sciences/physical sciences/classical mechanics/fluid mechanics/microfluidics";"microfluidics";"";"101291716"
"/23/49/313/993";"natural sciences/biological sciences/cell biology/cell metabolism";"cell metabolism";"";"101291716"
"/21/33/5029300";"medical and health sciences/health sciences/personalized medicine";"personalized medicine";"";"101291716"
"/25/57/693/1455";"engineering and technology/medical engineering/diagnostic imaging/magnetic resonance imaging";"magnetic resonance imaging";"";"101291716"
"/23/53/365/71735538";"natural sciences/chemical sciences/inorganic chemistry/metalloids";"metalloids";"";"101287951"
"/23/47/307";"natural sciences/computer and information sciences/software";"software";"";"101292640"
"/25/73/453/58525161";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";"";"101292640"
"/21/35/161";"medical and health sciences/basic medicine/physiology";"physiology";"";"101292640"
"/23/49/315/997/1613/1617";"natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";"";"101292640"
"/25/73/453/58525161/44113014";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors/optical sensors";"optical sensors";"";"101279296"
"/25/73/453/1215";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/signal processing";"signal processing";"";"101279296"
"/25/69/435/1191";"engineering and technology/nanotechnology/nano-materials/two-dimensional nanostructures";"two-dimensional nanostructures";"";"101279296"
"/25/73/453/459";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics";"robotics";"";"101279296"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101279296"
"/23/49/327";"natural sciences/biological sciences/neurobiology";"neurobiology";"";"101282201"
"/21/37/677";"medical and health sciences/medical biotechnology/implants";"implants";"";"101282201"
"/23/53/367/1117";"natural sciences/chemical sciences/physical chemistry/photochemistry";"photochemistry";"";"101229789"
"/23/45/277/829";"natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";"";"101229789"
"/21/35/161/655";"medical and health sciences/basic medicine/physiology/homeostasis";"homeostasis";"";"101228483"
"/23/43/251/48354418/38063808";"natural sciences/physical sciences/optics/microscopy/electron microscopy";"electron microscopy";"";"101225089"
"/23/47/301";"natural sciences/computer and information sciences/computational science";"computational science";"";"101225120"
"/23/43/257/775";"natural sciences/physical sciences/astronomy/physical cosmology";"physical cosmology";"";"101225120"
"/23/43/257/767";"natural sciences/physical sciences/astronomy/observational astronomy";"observational astronomy";"";"101225120"
"/25/73/30020/455/1225/1723";"engineering and technology/electrical engineering, electronic engineering, information engineering/information engineering/telecommunications/radio technology/radio frequency";"radio frequency";"";"101225119"
"/29/89";"social sciences/law";"law";"";"101224739"
"/23/49/337/1015";"natural sciences/biological sciences/genetics/DNA";"DNA";"";"101229642"
"/23/49/337/1017";"natural sciences/biological sciences/genetics/mutation";"mutation";"";"101229642"
"/21/35/155/643";"medical and health sciences/basic medicine/immunology/immunotherapy";"immunotherapy";"";"101229642"
"/23/45/287";"natural sciences/earth and related environmental sciences/hydrology";"hydrology";"";"101224055"
"/23/53/365/68548065";"natural sciences/chemical sciences/inorganic chemistry/noble gases";"noble gases";"";"101224374"
"/23/43/261/791/42674489";"natural sciences/physical sciences/theoretical physics/particle physics/neutrinos";"neutrinos";"";"101224374"
"/23/43/257/763/30054";"natural sciences/physical sciences/astronomy/galactic astronomy/solar physics";"solar physics";"";"101224374"
"/23/43/253/751";"natural sciences/physical sciences/nuclear physics/nuclear fusion";"nuclear fusion";"";"101224374"
"/23/51/359/1067/1637";"natural sciences/mathematics/pure mathematics/mathematical analysis/differential equations";"differential equations";"";"101229473"
"/23/51/355/1055";"natural sciences/mathematics/applied mathematics/dynamical systems";"dynamical systems";"";"101229473"
"/23/51/359/1065";"natural sciences/mathematics/pure mathematics/geometry";"geometry";"";"101229473"
"/23/51/359/1073/1651";"natural sciences/mathematics/pure mathematics/algebra/algebraic geometry";"algebraic geometry";"";"101229473"
"/23/43/269/811/34823946";"natural sciences/physical sciences/classical mechanics/fluid mechanics/microfluidics";"microfluidics";"";"101221358"
"/21/35/159/653";"medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs";"pharmaceutical drugs";"";"101229022"
"/21/37/171";"medical and health sciences/medical biotechnology/nanomedicine";"nanomedicine";"";"101229022"
"/21/39/225";"medical and health sciences/clinical medicine/oncology";"oncology";"";"101229022"
"/23/49/345/1045/1625";"natural sciences/biological sciences/zoology/mammalogy/primatology";"primatology";"";"101230764"
"/23/53/365/78089026";"natural sciences/chemical sciences/inorganic chemistry/alkali metals";"alkali metals";"";"101230897"
"/25/67/89023697";"engineering and technology/environmental engineering/water treatment processes";"water treatment processes";"";"101230897"
"/27/81/30021";"agricultural sciences/agriculture, forestry, and fisheries/agriculture";"agriculture";"";"101230897"
"/29/101/553/1353";"social sciences/sociology/demography/mortality";"mortality";"";"101230891"
"/21/39/221/713/1463";"medical and health sciences/clinical medicine/cardiology/cardiovascular diseases/arteriosclerosis";"arteriosclerosis";"";"101230891"
"/25/67/425/1169";"engineering and technology/environmental engineering/energy and fuels/renewable energy";"renewable energy";"";"101231136"
"/21/39/225";"medical and health sciences/clinical medicine/oncology";"oncology";"";"101231155"
"/23/49/345/1045";"natural sciences/biological sciences/zoology/mammalogy";"mammalogy";"";"101231196"
"/21/35/159/79909316";"medical and health sciences/basic medicine/pharmacology and pharmacy/drug discovery";"drug discovery";"";"101248059"
"/23/43/251/48354418/68225803";"natural sciences/physical sciences/optics/microscopy/super resolution microscopy";"super resolution microscopy";"";"101248059"
"/23/49/315/997/1613";"natural sciences/biological sciences/biochemistry/biomolecules/proteins";"proteins";"";"101248059"
"/25/69";"engineering and technology/nanotechnology";"nanotechnology";"";"101248059"
"/23/43/251/48354418/98465583";"natural sciences/physical sciences/optics/microscopy/fluorescence lifetime imaging";"fluorescence lifetime imaging";"";"101248059"
"/25/67/39381296";"engineering and technology/environmental engineering/air pollution engineering";"air pollution engineering";"";"101251667"
"/23/47/307";"natural sciences/computer and information sciences/software";"software";"";"101232236"
"/31/111/607";"humanities/philosophy, ethics and religion/religions";"religions";"";"101231770"
"/23/49/327";"natural sciences/biological sciences/neurobiology";"neurobiology";"";"101232345"
"/23/49/315/997/1613";"natural sciences/biological sciences/biochemistry/biomolecules/proteins";"proteins";"";"101232345"
"/23/49/345/1045";"natural sciences/biological sciences/zoology/mammalogy";"mammalogy";"";"101232345"
"/23/47/297/933/1591";"natural sciences/computer and information sciences/artificial intelligence/machine learning/unsupervised learning";"unsupervised learning";"";"101231869"
"/29/97/543/1337";"social sciences/political sciences/government systems/democracy";"democracy";"";"101231869"
"/21/39/225";"medical and health sciences/clinical medicine/oncology";"oncology";"";"101231924"
"/21/35/155/643";"medical and health sciences/basic medicine/immunology/immunotherapy";"immunotherapy";"";"101231924"
"/25/77/84897392/1187";"engineering and technology/civil engineering/water engineering/irrigation";"irrigation";"";"101248003"
"/25/67/11936537/64292513";"engineering and technology/environmental engineering/ecosystem-based management/climate change adaptation";"climate change adaptation";"";"101248003"
"/29/91/523/1307";"social sciences/economics and business/business and management/business models";"business models";"";"101248003"
"/25/73/453/58525161";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";"";"101248003"
"/27/81/30021";"agricultural sciences/agriculture, forestry, and fisheries/agriculture";"agriculture";"";"101248003"
"/29/101/555/1359";"social sciences/sociology/industrial relations/automation";"automation";"";"101248531"
"/23/43/259/777";"natural sciences/physical sciences/electromagnetism and electronics/semiconductivity";"semiconductivity";"";"101248531"
"/25/69";"engineering and technology/nanotechnology";"nanotechnology";"";"101232219"
"/23/53/365/71735538";"natural sciences/chemical sciences/inorganic chemistry/metalloids";"metalloids";"";"101232219"
"/31/107/583";"humanities/languages and literature/general language studies";"general language studies";"";"101232045"
"/23/47/297/933/1587";"natural sciences/computer and information sciences/artificial intelligence/machine learning/reinforcement learning";"reinforcement learning";"";"101231489"
"/23/51/355/357";"natural sciences/mathematics/applied mathematics/statistics and probability";"statistics and probability";"";"101231489"
"/23/47/303";"natural sciences/computer and information sciences/databases";"databases";"";"101231672"
"/23/49/341/1035";"natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";"";"101231672"
"/23/49/337/1015";"natural sciences/biological sciences/genetics/DNA";"DNA";"";"101231672"
"/23/49/337/1025";"natural sciences/biological sciences/genetics/genomes";"genomes";"";"101231672"
"/23/53/365/88826151";"natural sciences/chemical sciences/inorganic chemistry/alkaline earth metals";"alkaline earth metals";"";"101263878"
"/21/39/221/713/38221291";"medical and health sciences/clinical medicine/cardiology/cardiovascular diseases/cardiac arrhythmia";"cardiac arrhythmia";"";"101269658"
"/23/47/307";"natural sciences/computer and information sciences/software";"software";"";"101269658"
"/23/53/365/88826151";"natural sciences/chemical sciences/inorganic chemistry/alkaline earth metals";"alkaline earth metals";"";"101264556"
"/25/73/453/58525161";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";"";"101264556"
"/23/51/359/1065";"natural sciences/mathematics/pure mathematics/geometry";"geometry";"";"101264556"
"/25/73/453/459";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics";"robotics";"";"101264556"
"/21/37/677";"medical and health sciences/medical biotechnology/implants";"implants";"";"101264556"
"/29/101/553/1353";"social sciences/sociology/demography/mortality";"mortality";"";"101267309"
"/23/49/315/997/1613";"natural sciences/biological sciences/biochemistry/biomolecules/proteins";"proteins";"";"101267309"
"/23/49/337/1017";"natural sciences/biological sciences/genetics/mutation";"mutation";"";"101267309"
"/21/39/225/719";"medical and health sciences/clinical medicine/oncology/leukemia";"leukemia";"";"101267309"
"/23/43/269/811/34823946";"natural sciences/physical sciences/classical mechanics/fluid mechanics/microfluidics";"microfluidics";"";"101264238"
"/25/75/461/1239/51612216/98672716";"engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/astronautical engineering/spacecraft";"spacecraft";"";"101264238"
