"topic";"title";"projectID"
"HORIZON-CL5-2021-D2-01-11";"Direct atmospheric carbon capture and conversion";"101069359"
"HORIZON-CL5-2021-D2-01-08";"Emerging technologies for a climate neutral Europe";"101069357"
"HORIZON-CL5-2021-D2-01-12";"Fostering a just transition in Europe";"101069586"
"HORIZON-CL5-2021-D2-01-15";"Fostering cooperation between Horizon Europe cluster 5 National Contact Points (NCPs)";"101069604"
"HORIZON-CL5-2021-D2-01-13";"Strengthening Social Sciences and Humanities (SSH) research communities in climate, energy and mobility disciplines";"101069529"
"HORIZON-CL5-2021-D2-01-02";"Advanced high-performance Generation 3b (high capacity / high voltage) Li-ion batteries supporting electro mobility and other applications (Batteries Partnership)";"101069508"
"HORIZON-CL5-2021-D2-01-12";"Fostering a just transition in Europe";"101069653"
"HORIZON-CL5-2021-D2-01-01";"Sustainable processing, refining and recycling of raw materials (Batteries Partnership)";"101069644"
"HORIZON-CL5-2021-D2-01-04";"Environmentally sustainable processing techniques applied to large scale electrode and cell component manufacturing for Li ion batteries (Batteries Partnership)";"101069612"
"HORIZON-CL5-2021-D2-01-07";"Support for establishment of R&I ecosystem, developing strategic forward-looking orientations to ensure future skills development, knowledge and technological leadership for accelerated disruptive technology exploration and uptake (Batteries Partnership)";"101069676"
"HORIZON-CL5-2021-D2-01-06";"Sustainable, safe and efficient recycling processes (Batteries Partnership)";"101069685"
"HORIZON-CL5-2021-D2-01-08";"Emerging technologies for a climate neutral Europe";"101069702"
"HORIZON-CL5-2021-D2-01-09";"Methane cracking to usable hydrogen and carbon";"101069690"
"HORIZON-CL5-2021-D2-01-05";"Manufacturing technology development for solid-state batteries (SSB, Generations 4a - 4b batteries) (Batteries Partnership)";"101069686"
"HORIZON-CL5-2021-D2-01-05";"Manufacturing technology development for solid-state batteries (SSB, Generations 4a - 4b batteries) (Batteries Partnership)";"101069712"
"HORIZON-CL5-2021-D2-01-04";"Environmentally sustainable processing techniques applied to large scale electrode and cell component manufacturing for Li ion batteries (Batteries Partnership)";"101069707"
"HORIZON-CL5-2021-D2-01-03";"Advanced high-performance Generation 4a, 4b (solid-state) Li-ion batteries supporting electro mobility and other applications (Batteries Partnership)";"101069743"
"HORIZON-CL5-2021-D2-01-12";"Fostering a just transition in Europe";"101069880"
"HORIZON-CL5-2021-D2-01-08";"Emerging technologies for a climate neutral Europe";"101069888"
"HORIZON-CL5-2021-D2-01-06";"Sustainable, safe and efficient recycling processes (Batteries Partnership)";"101069865"
"HORIZON-CL5-2021-D2-01-06";"Sustainable, safe and efficient recycling processes (Batteries Partnership)";"101069890"
"HORIZON-CL5-2021-D2-01-09";"Methane cracking to usable hydrogen and carbon";"101069931"
"HORIZON-CL5-2021-D2-01-10";"Technologies for non- CO2 greenhouse gases removal";"101069905"
"HORIZON-CL5-2021-D2-01-02";"Advanced high-performance Generation 3b (high capacity / high voltage) Li-ion batteries supporting electro mobility and other applications (Batteries Partnership)";"101069738"
"HORIZON-CL5-2021-D2-01-01";"Sustainable processing, refining and recycling of raw materials (Batteries Partnership)";"101069789"
"HORIZON-CL5-2021-D2-01-02";"Advanced high-performance Generation 3b (high capacity / high voltage) Li-ion batteries supporting electro mobility and other applications (Batteries Partnership)";"101069765"
"HORIZON-CL5-2021-D2-01-08";"Emerging technologies for a climate neutral Europe";"101069770"
"HORIZON-CL5-2021-D2-01-03";"Advanced high-performance Generation 4a, 4b (solid-state) Li-ion batteries supporting electro mobility and other applications (Batteries Partnership)";"101069756"
"HORIZON-CL5-2021-D2-01-03";"Advanced high-performance Generation 4a, 4b (solid-state) Li-ion batteries supporting electro mobility and other applications (Batteries Partnership)";"101069726"
"HORIZON-CL5-2021-D2-01-03";"Advanced high-performance Generation 4a, 4b (solid-state) Li-ion batteries supporting electro mobility and other applications (Batteries Partnership)";"101069681"
"HORIZON-CL5-2021-D2-01-16";"Co-Funded Partnership: Driving Urban Transitions to a sustainable future (DUT)";"101069506"
"HORIZON-CL5-2021-D2-01-04";"Environmentally sustainable processing techniques applied to large scale electrode and cell component manufacturing for Li ion batteries (Batteries Partnership)";"101069705"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039090"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101039103"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039145"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039066"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039127"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039196"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039048"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039198"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039152"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039110"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039222"
"HORIZON-ERC-2021-VICECHAIRS-IBA";"Support to the Vice-Chairs";"101039221"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039252"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039226"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039271"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039208"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039272"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039265"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039294"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039206"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039320"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039339"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039354"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039361"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039303"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039376"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039296"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039349"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039348"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039378"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039429"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039416"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039438"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039447"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039433"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039421"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039446"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039399"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039426"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039436"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039541"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039532"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039455"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039500"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039467"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039524"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039493"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039481"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039538"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039452"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039588"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039545"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039592"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039636"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039576"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039556"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039572"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039567"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039648"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039641"
"HORIZON-HLTH-2021-CORONA-01-02";"Cohorts united against COVID-19 variants of concern";"101046041"
"HORIZON-HLTH-2021-CORONA-01-02";"Cohorts united against COVID-19 variants of concern";"101045989"
"HORIZON-HLTH-2021-CORONA-01-02";"Cohorts united against COVID-19 variants of concern";"101046016"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039375"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043981"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039657"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039711"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039683"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039712"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039805"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039748"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039795"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039672"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039746"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039676"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039764"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039777"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039824"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039716"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039655"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039756"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039692"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039804"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039827"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039794"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039928"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039945"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039864"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039854"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039890"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039927"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039844"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039841"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039920"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039953"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039994"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040020"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040070"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040024"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040051"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040025"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039986"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040021"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040088"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040049"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040164"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040117"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040128"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040163"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040153"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040169"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040134"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040152"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040138"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040160"
"HORIZON-MISS-2021-UNCAN-01-01";"Preparing UNCAN.eu, a European initiative to understand cancer";"101069496"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040247"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040356"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040302"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040227"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040355"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040381"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040267"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040341"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040383"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040376"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040214"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040188"
"ERC-2021-STG";"ERC STARTING GRANTS";"101039734"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040394"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040439"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040254"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040461"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040437"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040193"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040177"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040472"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040462"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040507"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040474"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040475"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040588"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040529"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040535"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040480"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040572"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040625"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040724"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040682"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040600"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040624"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040703"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040681"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040710"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040651"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040688"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040751"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040754"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040850"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040745"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040759"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040794"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040760"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040822"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040811"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040798"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040901"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040907"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040994"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040977"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040951"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040854"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040935"
"ERC-2021-STG";"ERC STARTING GRANTS";"101040999"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041000"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041074"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041109"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041040"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041110"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041069"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041097"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041115"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041131"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041118"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041092"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041145"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101041177"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041201"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041250"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041224"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041231"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041245"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041207"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041192"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041255"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041334"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041342"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041331"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041316"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041421"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041418"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041376"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041308"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041354"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041487"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041499"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041516"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041545"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041539"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041517"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041551"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041554"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041570"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041596"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041597"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041620"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041658"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041677"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041729"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041669"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041768"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041730"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041762"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041737"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041783"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041788"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041799"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041808"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041809"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041853"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041863"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041871"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041908"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041819"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042031"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041936"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041998"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041995"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041966"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042034"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041946"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042046"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042055"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042052"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042125"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042198"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042069"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042112"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042232"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042247"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042147"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042304"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042292"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042290"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042299"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042293"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042315"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042339"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042414"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042343"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042349"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042402"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042416"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042392"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042399"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042407"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042368"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041424"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041453"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041461"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041466"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041484"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041422"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041480"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041464"
"ERC-2021-STG";"ERC STARTING GRANTS";"101041486"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042148"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042183"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042275"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042080"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042427"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042466"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042252"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042329"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042417"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042585"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042662"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042672"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042650"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042674"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042844"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042701"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042729"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042680"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042738"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042759"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101042707"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042702"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042751"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042990"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042941"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043983"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044048"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044011"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044076"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044072"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044047"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044046"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043998"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044123"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044127"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044220"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044105"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044244"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044243"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044152"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044142"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044165"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044276"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044318"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044356"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044443"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044320"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044300"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044434"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044282"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044360"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101044424"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042989"
"ERC-2021-STG";"ERC STARTING GRANTS";"101043029"
"ERC-2021-STG";"ERC STARTING GRANTS";"101043119"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042961"
"ERC-2021-STG";"ERC STARTING GRANTS";"101043003"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042992"
"ERC-2021-STG";"ERC STARTING GRANTS";"101043047"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042912"
"ERC-2021-STG";"ERC STARTING GRANTS";"101043132"
"ERC-2021-STG";"ERC STARTING GRANTS";"101043143"
"ERC-2021-STG";"ERC STARTING GRANTS";"101043198"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043272"
"ERC-2021-STG";"ERC STARTING GRANTS";"101043219"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043229"
"ERC-2021-STG";"ERC STARTING GRANTS";"101043127"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043268"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043257"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043300"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043353"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043302"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043314"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043364"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043417"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043370"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043369"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043381"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042570"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042439"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042538"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042514"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042878"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042572"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042865"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042537"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042643"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043451"
"ERC-2021-STG";"ERC STARTING GRANTS";"101043159"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043428"
"ERC-2021-STG";"ERC STARTING GRANTS";"101042908"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043452"
"ERC-2021-STG";"ERC STARTING GRANTS";"101043071"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043467"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043471"
"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS";"101043468"
